region,Year,Agricultural TFP Index,Gross agricultural production in $1000,Agricultural land in 1000 hectares,Agricultural labor in 1000 persons,Agricultural capital stock in $1000,Farm machinery in Metric horsepower 1000 CV,Fertilizer in metric tonnes,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7
Bahrain,2015,100.0,157883.8277,11.1943273,8.252,107.184016,0.199876852,2408.837827,-0.6093953553678452,-0.10468008699899761,0.15571500157436932,0.011917242725718086,0.02210758143863201,0.005675251776545756,-0.021396983307863385
Cyprus,2015,100.0,506296.0237,187.3752976,20.544,1778.298746,477.8193878,31601.18261,-0.5952307645288964,-0.10503543533727491,0.15454240801665653,0.0047232369021322105,0.016552850280383877,0.002670530784625997,-0.024089441973010516
Iran,2015,100.0,41660466.4,32778.64276,4067.461,37538.08411,11623.60256,1045067.676,0.28968900167470213,-0.09483888721801408,-0.49451522840463796,-0.10199784085045013,0.0011099716630792237,0.229620607514777,0.1789381708510667
Iraq,2015,100.0,3079625.621,11072.60814,1727.638,4890.619978,3606.800022,256192.0316,-0.3927295812390571,-0.09832259793775272,-0.0789345939838986,0.04435089339330935,0.011372970786613049,0.12072233929411122,-0.038270553458896475
Israel,2015,100.0,4297492.866,860.2788832,36.328,6243.64258,1077.317004,83398.10509,-0.5460752524641237,-0.10599873160039239,0.14671176739443156,-0.02122169397520358,0.007763875787002243,-0.007674374296643263,-0.00041054885025938276
West Bank and Gaza,2015,100.0,604629.0,329.0076116,79.227,1558.6775,251.6668734,825.9278107,-0.5964610272807385,-0.10480906414879614,0.15025963751424884,0.008465117988886646,0.013791196782417171,0.005338639899413477,-0.01932623420841797
Jordan,2015,100.0,2059838.581,502.6317032,58.399,2574.058872,293.0842916,27006.56412,-0.5816591692310613,-0.10507782522107273,0.14820521660611757,-0.0002102303006025069,0.01575820206907308,0.001357462594162447,-0.009677357265773909
Kuwait,2015,100.0,546673.4314,45.89584203,44.665,459.290337,2.916276537,18078.12769,-0.6038144146975275,-0.104798999014592,0.1555002500933993,0.010757184655822366,0.023013431871982792,0.003126211010609711,-0.019690703063220398
Lebanon,2015,100.0,1845333.782,425.1571392,266.513,1758.934545,302.5253354,43858.04883,-0.5813303274542249,-0.10508749421732234,0.15031361059194073,0.010925035521660225,0.02069219105609502,0.00031342853372295844,-0.012000765766026933
Oman,2015,100.0,836182.1304,249.7763807,103.851,774.548907,8.366058759,22134.34227,-0.597623945871274,-0.10474555386684335,0.1512216990417792,0.011131982928749475,0.021998219738019707,0.0036221419547564494,-0.017801005092147906
Qatar,2015,100.0,129919.3009,53.11360566,23.972,86.09891008,3.591424986,3211.346746,-0.608798385156109,-0.10464397380730836,0.154743206854642,0.012644923335952471,0.02209837009923595,0.006144184189729136,-0.021730300306669285
Saudi Arabia,2015,100.0,5211698.341,10333.65293,759.378,16089.03096,325.7822276,341570.1239,-0.3715778995941591,-0.09976273956651505,-0.07832497105059234,-0.03819545276656564,-0.0266897114149158,0.052577919166126905,-0.035102262158665506
Syria,2015,100.0,6788915.213,8057.09454,594.015,4499.086715,3673.816,14559.25924,-0.44890284137156145,-0.10076726264010788,-0.0052526816472372815,-0.0008835569931809446,0.004432589809035187,0.1065973638378914,0.02226082435160157
Turkey,2015,100.0,64724738.09,32756.15517,5454.983,100743.7819,47152.45543,2278463.507,0.8944635732132248,-0.12168359483322844,-0.2738069649257452,-0.3719374484863592,-0.1751738045271598,0.10984274270319935,0.13209093268797506
United Arab Emirates,2015,100.0,1014550.806,224.4958072,130.382,3630.107847,2.456128893,34340.68687,-0.5851976317659335,-0.10527482030238941,0.15206656469854454,0.0016130340158224824,0.0071993622660110595,-0.00804387110387165,-0.020647619412657997
Yemen,2015,100.0,2779602.0,3063.394888,1496.364,1842.071971,192.3934921,13435.52351,-0.529216990061535,-0.10335909973874294,0.09146175849485834,0.05714110854411913,0.008349524521941251,0.02350218768407777,0.0002711145630895253
Afghanistan,2015,100.0,5725662.652,11529.77344,3827.155,6264.859774,12.27789878,160254.3863,-0.354108776941898,-0.09815027553009835,-0.10032561370386099,0.1205546983344905,-0.012989700771439194,0.08331384179006818,0.005668299358334669
Kyrgyzstan,2015,100.0,3205591.747,2501.42836,689.342,1121.57672,1069.59946,59699.92376,-0.5428149709568053,-0.10380637761401977,0.10802874638810177,0.02507658150408878,0.025355787639415334,0.028305612364654564,-0.0023748566512975895
Tajikistan,2015,100.0,3086922.276,1695.141371,966.9488861,1671.119277,680.9097086,67377.94785,-0.5459710519686212,-0.10457943841386937,0.12554904965552935,0.034711130408245146,0.021868771859230477,0.01022789323989024,-0.002936920753809581
Turkmenistan,2015,100.0,4235552.903,4566.243664,903.5966751,2806.946205,2606.490118,595053.2233,-0.4537119687904188,-0.10359802881813918,0.06930882723992433,0.009314264199492727,0.08379035453479992,0.019698017296403483,-0.053605168773465696
Uzbekistan,2015,100.0,22717744.5,8828.815963,3604.08,15447.25862,7231.337522,1110987.296,-0.16100490874689305,-0.10785783799141038,0.023238659487040857,0.009847449703206211,0.10850320992168436,-0.018228798977110203,0.04690244505986545
Algeria,2015,100.0,13940606.38,18534.76178,1094.279,20715.68169,5144.547411,287028.9301,-0.20411378162030644,-0.09626073626742251,-0.23483990921324788,-0.06570283132299391,-0.047137161847889575,0.1668502082609934,0.03216840708631087
Egypt,2015,100.0,38107044.17,29606.13797,6397.0,27197.07157,5104.183757,1664755.924,0.2710916397028225,-0.09498582259152308,-0.45263034055978457,0.021944154552528353,0.12331577283190447,0.12211925517019104,0.11397135833999893
Libya,2015,100.0,1785496.301,5098.436564,343.902,7321.262828,1072.001495,38401.18816,-0.5074195516482058,-0.10214439358035964,0.04393498373302782,-0.006641528795564323,-0.01831458123848588,0.04690042050157742,-0.023945914772343736
Morocco,2015,100.0,15551199.35,21721.38634,3924.915,21831.74956,2283.66751,492792.3055,-0.10046608236311441,-0.09436064021931075,-0.3164067951860091,0.03350844550560729,-0.042095168758486526,0.14432647969442947,0.03346952018374519
Tunisia,2015,100.0,7127289.738,8317.912846,502.12,7636.034343,1863.72112,162885.9018,-0.42860902280941826,-0.10065139137780751,-0.020702998530572995,-0.019345119337710114,0.00818656199123353,0.07815429969877198,0.009626274978996555
Belarus,2015,100.0,11250457.78,6070.055866,463.529,19190.21128,2285.985796,1301244.236,-0.29159117926166467,-0.10649885916391993,0.04021428195476759,-0.10112884891630848,0.10336285946934168,-0.07060360390894994,-0.08023814164432873
Kazakhstan,2015,100.0,14535171.55,48554.7712,1553.384,8847.376549,2140.435433,291695.0325,0.07698826446086861,-0.06740605818522788,-0.9585332088815841,-0.0160633426112369,-0.0029954796838755045,0.5805508840131991,0.03196971597533899
Moldova,2015,100.0,2318211.551,2133.604845,338.287,728.2011329,1773.140503,81425.07192,-0.5543429431772047,-0.10403433738428967,0.11846312122944665,0.013874972952308743,0.02991603058281533,0.03196558665391459,-0.014270028795619918
Russian Federation,2015,100.0,89638046.22,134560.9475,4852.766,110417.4316,12566.96663,3808890.771,2.143865439009808,-0.028482243326284202,-2.8318537458975763,-0.5459895893880184,-0.01564713690378012,1.080724993427589,0.17666469268828308
Ukraine,2015,100.0,43647754.81,35639.70249,2508.8,23429.86565,15172.72181,1719813.683,0.32316359226443,-0.0916321451352127,-0.5442731059533826,-0.14112075836655313,0.1835402660572302,0.3062580822119329,0.13312090580445984
Albania,2015,100.0,2076089.145,942.5202574,446.937,4117.764176,323.1702536,74174.55605,-0.560204494397126,-0.10516056080534589,0.13890928447535122,0.008409856658030837,0.009755754587433451,-0.005045140948549734,-0.01582507967332644
Bulgaria,2015,100.0,4971044.503,3845.659509,207.86,5399.375997,2877.526561,458742.3296,-0.4715370627676804,-0.10441093390642295,0.08701325855062962,-0.025178765816576368,0.0583755733086836,0.01805545958237494,-0.03705745467277316
Czechia,2015,100.0,5739613.024,2645.590245,147.487,12711.29631,3219.261357,589748.7695,-0.4427575334688825,-0.10698136416268536,0.11803334331222054,-0.05793892487814098,0.03608661002715955,-0.030424881152022062,-0.051539043326523516
Slovakia,2015,100.0,2008620.707,1452.470217,77.05,12122.58566,1087.123823,198858.9886,-0.5191011638196371,-0.10621772166935368,0.1299004956215112,-0.0375023257458187,-0.019806896881899363,-0.02656685330842224,-0.04131572042222899
Hungary,2015,100.0,9151768.159,4692.624274,205.989,22482.16731,5131.536694,548326.4394,-0.3639393432385569,-0.10785937835799464,0.08416954661506043,-0.0980295782360575,-0.019813033332055592,-0.026792264930873593,-0.031799008150654604
Poland,2015,100.0,29585712.18,11686.08946,1937.1,22446.21303,83022.16688,2279115.493,0.2806085802825316,-0.1320951321375213,0.36008047915593294,-0.16723480031624138,0.1900222527488929,0.39827267596830435,-0.16554368712272072
Romania,2015,100.0,14142527.46,11435.84735,2185.206,30920.37193,8265.229196,1032343.607,-0.14764619219638997,-0.10640016362836803,-0.04752703015224506,-0.07763275518702792,-0.013059472190981894,-0.004664505170592117,-0.05174528469885132
Croatia,2015,100.0,2595444.32,993.0682965,147.02,6949.197823,1250.609156,189367.9542,-0.5388012865082579,-0.10595114560057825,0.14257904576056013,-0.018079916795651237,0.011030678677836771,-0.013997993519100098,-0.028435561909262608
Slovenia,2015,100.0,987729.2673,276.4637826,65.378,3858.93719,4411.943452,64962.5586,-0.5661507423177368,-0.10666172535047952,0.17387910774185203,-0.004712718344150334,0.006672148601799323,0.01794852188364051,-0.032859071182781516
Bosnia and Herzegovina,2015,100.0,1411074.396,1227.494113,172.744,1068.099428,1307.584144,77168.00807,-0.5724025050542202,-0.1045243422545137,0.13586840089649685,0.009002327457497052,0.026849352886721328,0.01864810118297018,-0.02150095109519757
North Macedonia,2015,100.0,1311339.637,602.1256048,126.802,737.728206,2183.139235,36510.16797,-0.5819143481770803,-0.10521600875026779,0.15501655634486752,0.009424870782966098,0.023381443408011307,0.020336819365108432,-0.0191143022345529
Montenegro,2015,100.0,161395.5722,35.63060289,17.194,433.091244,5.187809356,7444.575331,-0.607326418834696,-0.10472221718169276,0.15518871567231235,0.010996474392712789,0.020769433146892776,0.004450401647946417,-0.02227645294123886
Serbia,2015,100.0,6158144.548,2899.856557,619.146,7125.005216,16801.97581,328208.8729,-0.4221054245719127,-0.11011157525880237,0.18515611293291845,-0.020787629323453467,0.021974359211572914,0.09032304360043576,-0.03931372105256599
Estonia,2015,100.0,1069469.77,707.6656141,20.28,2648.229654,891.0675914,105853.1215,-0.5757588020852811,-0.10501943489956439,0.1451628954446741,-0.0020406423975862314,0.022074937760418464,0.0034665302707332897,-0.028605642086407815
Latvia,2015,100.0,1779518.41,1297.522938,77.87,5380.728036,2376.163336,146685.9064,-0.5459766627721815,-0.10558737154033342,0.14008590995181314,-0.012917277177993436,0.011444384436196007,0.006910674648030138,-0.0324963632039316
Lithuania,2015,100.0,3495833.194,2282.145915,150.8,5606.978043,4561.235235,308949.2082,-0.502665111040928,-0.1059265875217655,0.13075536077514532,-0.020813045701839162,0.033504278589701834,0.01937163777501187,-0.037937153951046784
Finland,2015,100.0,3236793.118,2248.288002,102.558,22050.46569,6437.977719,252440.9648,-0.4437166946154137,-0.10905860509922638,0.1408607865317509,-0.0779681890411875,-0.0724835412031619,-0.02260303258397611,-0.057695940459994106
Iceland,2015,100.0,214179.0756,285.8920154,7.762,2167.850212,460.3611691,24232.08594,-0.59513776220918,-0.10494763818150452,0.15170832629649833,0.003774825148870521,0.012396727409405566,0.0033929735598345373,-0.02664443073181497
Norway,2015,100.0,8662020.243,826.8090792,52.962,23938.12132,3725.827272,212169.3922,-0.4396807917993186,-0.1105202544059847,0.16705348969344383,-0.09688124663936949,-0.06798161363924074,-0.0668458844487619,0.001912493034218766
Sweden,2015,100.0,4894190.095,2621.037978,97.874,48389.53195,5950.88497,319432.5309,-0.33245396221529955,-0.1131240119392755,0.13145834099330492,-0.17441468093637377,-0.21336418475821411,-0.1194222106458445,-0.07938256575804217
Greece,2015,100.0,12121978.32,5044.445945,465.703,17157.5847,11248.80302,339830.456,-0.35540751455068315,-0.10895742962711996,0.11248241855381864,-0.07422177784706856,-0.013253313449218098,0.04369159338575144,0.012563465277340537
Italy,2015,100.0,40675341.48,13386.20808,842.84,175804.4968,45456.39082,1305754.786,0.6656222244654723,-0.14348169965822619,0.13243194407965897,-0.7202555394190067,-0.7679188812057529,-0.2868014880197111,-0.07453810305705649
Malta,2015,100.0,127886.7161,14.31402367,5.04,223.114342,98.57721142,5707.444106,-0.6085005072151134,-0.10472475329781863,0.1561132906112473,0.011326195975685642,0.02170248491561972,0.0057578444847212655,-0.022351808068785332
Portugal,2015,100.0,6728692.369,2527.098875,258.28,17599.45354,7815.855979,220121.095,-0.43439679849878265,-0.10910083975907332,0.14642329779866103,-0.06497891557863397,-0.041954595904414804,0.0027356074158084486,-0.018568151695710734
Spain,2015,100.0,49686737.62,21886.68984,736.759,102336.5515,29007.01685,2254210.729,0.5557345166539689,-0.1214930459064725,-0.14297783535732614,-0.514409092634452,-0.17807684271818955,-0.09127104899278492,0.02450252388441179
Austria,2015,100.0,6106297.986,1564.207136,187.959,51122.57734,11623.62932,284004.9267,-0.3084481334516917,-0.11646049722922436,0.1880689997344687,-0.1847361162203192,-0.23438225926406114,-0.10713102675899482,-0.07718390509775247
Belgium,2015,100.0,9341609.554,903.0695152,57.12,10332.73155,3462.244226,401203.103,-0.46922125103327333,-0.10851029835950421,0.16490546071904,-0.05666687284147296,0.03888063607691556,-0.033218783747461234,0.005564326027819604
Luxembourg,2015,100.0,276297.0,70.6518696,2.455,2428.117718,245.6629452,22675.70227,-0.597231645489418,-0.10511572069316834,0.1557323601617553,0.0027323288706704303,0.011261364005139739,-0.0016045880152540176,-0.02562020557716361
Denmark,2015,100.0,9819096.247,2463.684779,67.292,31895.80435,3162.498428,491961.0988,-0.36525248170811264,-0.110680857073386,0.1269540265972872,-0.1343183882936195,-0.07586353788022066,-0.09705172141219745,-0.02544696786594251
France,2015,100.0,61743714.0,21098.52232,708.615,130434.0166,42938.02217,3904645.345,0.90189769551722,-0.13477485001468537,-0.03509809375862358,-0.6931561040802823,-0.1006591986207725,-0.23704785407396742,-0.08896508908691564
Germany,2015,100.0,53096303.99,12680.99923,560.507,170648.778,31701.35602,3158188.974,0.8049485332151556,-0.14280958728560203,0.09271132443466586,-0.7875237276143291,-0.44393885558461077,-0.49920544992229204,-0.11384857826494857
Ireland,2015,100.0,7320304.232,828.4207042,163.63,11280.48512,6078.654339,789171.4307,-0.4316119973876785,-0.1097195094352848,0.1782150371605587,-0.06253951057234752,0.07471190807102118,-0.04674593015795322,-0.059071476557955895
Netherlands,2015,100.0,18052679.25,1295.702146,177.983,58417.87443,5370.444117,589882.2361,-0.22263199443853224,-0.11806926793980108,0.17695215012806415,-0.24468658036183816,-0.19463866813849642,-0.2074402845117791,0.008284578116998877
Switzerland,2015,100.0,3921037.607,541.3113567,151.89,52981.12363,4249.948069,133068.7627,-0.36452370663648287,-0.11480628277195022,0.1704518183574633,-0.17911755594889234,-0.2648211624054987,-0.16052539395005666,-0.06984386043083265
United Kingdom,2015,100.0,29168578.24,7145.590847,352.735,68141.94191,15603.64875,1987787.577,0.092196768348361,-0.12108297563452043,0.10770708352134134,-0.34330879946062226,-0.049527348102618045,-0.20799706245630842,-0.06488411585636632
Australia,2015,100.0,42293357.26,64247.88918,311.3,104568.4158,15909.2297,2696774.083,0.9659453953553718,-0.07980909938339417,-1.2239877695640495,-0.5393130254223982,-0.18210462360000904,0.35881879746851425,-0.10616717733947632
New Zealand,2015,100.0,17568484.53,2378.119861,143.3,15646.7163,3783.641435,945231.6677,-0.34367249540193356,-0.11008268797713518,0.14270230324808816,-0.10711325603475626,0.10212580012496839,-0.0761248219570112,0.019954177781262582
Canada,2015,100.0,46049377.96,42561.57893,294.937,39231.55544,35250.36,4172098.5,0.7133119378871502,-0.0966685607820839,-0.603619182928455,-0.36767211911297604,0.41053251081752723,0.31932153504495997,-0.1620904526090865
United States,2015,100.0,352330463.2,232283.81,2422.916667,640050.0,171608.2552,22463328.49,8.567461083705293,-0.13830615354761608,-3.968538122029248,-3.722843189638083,-0.073726111894046,0.00484607294895085,-0.2577452576772509
Nigeria,2016,99.0,58194423.4,59149.17563,18780.584,164727.4867,775.5011698,602116.6233,1.2952313625634622,-0.1975423665698864,-1.124604238495544,0.013102690890040828,-0.868928940696371,-0.06406510809805743,0.2580279478136109
Benin,2016,104.0,3726762.969,3388.197513,1740.254,1008.804756,10.29440531,41187.72524,-0.5090100669832237,0.30044799897827074,0.10318121499529094,0.0646254784831451,0.01437630797243343,0.0232523551914302,0.00786578838995514
C?te d'Ivoire,2016,97.0,10648266.53,11945.19786,3171.288,7297.990292,400.417432,148922.1562,-0.3393594830990018,-0.40126184060918174,-0.11721494451975027,0.08036981230221828,0.0015174572178046934,0.09090567029650076,0.04992375726960289
Ghana,2016,101.0,11747036.08,7333.105044,3847.516,15875.69442,83.75337019,123127.1768,-0.33509034887754907,-0.0033788549558770417,0.011664770405952792,0.07531516745411052,-0.052686204473051244,-0.009052973440596525,0.0587092374838967
Guinea,2016,100.0,3971165.535,5676.030084,2428.256,1798.419452,292.9035339,15657.92048,-0.47824079764723193,-0.10165598894491734,0.033963374028015574,0.0903721439437383,0.0037313808108090027,0.048511549502519825,0.010816296501234477
Guinea-Bissau,2016,97.0,461475.3009,640.8519324,444.884,195.050142,1.109028632,7509.192017,-0.5993455644524841,-0.40707575280996794,0.128352401791194,0.02929967203132755,0.02232957462709807,0.009741237434840398,-0.018743034495000633
Liberia,2016,97.0,628916.0171,880.720054,868.6,521.352085,18.80023207,5767.589112,-0.5873350715867471,-0.4071173830616295,0.12399077597237232,0.044520076559657194,0.017543665476162245,0.007755089909535131,-0.016750280357716963
Sierra Leone,2016,96.0,1636653.557,1871.929103,1352.388,1126.785274,5.135932621,5415.412881,-0.5632252865027433,-0.5075926550247724,0.09828978696234056,0.05933069279372539,0.013770806552658586,0.013335164670375302,-0.007710767452383666
Togo,2016,97.0,1330886.548,2254.642974,908.775,603.238634,4.622407409,54101.65666,-0.5639188489414931,-0.4061013679105349,0.09244817041555535,0.042377660116682515,0.024043750212647895,0.021159330395975662,-0.01621560105145128
Cameroon,2016,101.0,9651018.648,6881.478416,4584.856,3934.640778,20.97469616,95829.51702,-0.3830199357283703,-0.0017850638207294945,0.021121497290144235,0.15161929748688635,0.0027437446833192634,0.023333185976290065,0.05774539847133751
Central African Republic,2016,102.0,1442203.319,1060.065704,1239.155,673.615316,2.116773345,22913.84253,-0.5616174995903536,0.09723571013223913,0.14477288232131272,0.05372921789814479,0.014191650623533749,0.002487751580563709,-0.010461488833427374
Congo DR,2016,99.0,10746942.3,12633.45887,16991.571,6408.667795,124.8502464,35205.30752,-0.09636160474154169,-0.20405929458837882,-0.09285106294002309,0.6327999664159705,-0.10568375439213053,-0.024437074944111112,0.09129285713079759
Congo Republic,2016,99.0,636018.9449,517.0408533,621.032,949.674675,42.15184275,3243.988241,-0.5896977325173011,-0.20560738603385217,0.14140311501386488,0.03241540575549768,0.014933958493930552,0.0035458685432819517,-0.017205064506301
Equatorial Guinea,2016,99.0,85450.45128,97.95734809,168.211,299.754391,10.97137047,147.7555197,-0.6076922070257779,-0.20559049870829318,0.14936782717494065,0.018288511790177056,0.020163620629834594,0.005193219145807775,-0.02183077863419945
Gabon,2016,99.0,487341.3538,313.8699032,166.555,863.842663,86.82698514,13884.80627,-0.5998974558106962,-0.20559233047694947,0.14517829551331543,0.014820139049121127,0.019653468923965894,0.005231778637257406,-0.02042634296674831
Sao Tome and Principe,2016,134.0,39993.0,59.05147632,12.117,38.755541,4.993470651,534.1719156,-0.5334745155335137,3.3260466956325465,0.31207343821260547,-0.0039511450815040774,-0.008981971035028447,-0.0033721495622287675,-0.02305318493529333
Burundi,2016,101.0,1928595.12,1516.072294,3826.102,411.91086,10.31686637,27702.37342,-0.5112422866856133,-0.004345594607669682,0.13615541169397044,0.15614500935604633,0.0004510478554194795,-0.015887542399681265,-0.0012003630855061272
Kenya,2016,95.0,11712812.5,6425.156991,11957.521,9916.57219,860.8442768,348234.1425,-0.21418915132867258,-0.612376192839105,0.028686329619932085,0.41391312156385573,-0.03897061900472831,-0.08672521325430582,0.0582251907242925
Rwanda,2016,98.0,2688252.535,2286.332945,3799.18,1039.403497,2.40083087,38685.6419,-0.5031958135273095,-0.3065926073247819,0.10491183436794238,0.15198714308655123,0.0027893726648403143,-0.00829409848014725,0.003497998258073943
Tanzania,2016,92.0,14830347.71,16692.43042,16144.183,4359.630318,1089.460658,213090.5779,-0.05155033482353618,-0.9072815114567806,-0.21284952559990628,0.5930875896783698,-0.049882897685828986,0.03659251099451235,0.10734410903771363
Uganda,2016,91.0,8056567.254,6514.881497,10419.256,4267.073876,306.7482236,85409.5325,-0.312692237787857,-1.0133498263717782,-0.0033121968194146853,0.39069461426082414,-0.0368236622232461,-0.03178294661846715,0.05506915930002627
Djibouti,2016,135.0,71341.0,39.60010365,94.666,15.845464,0.24,624.452433,-0.5299154450228771,3.4268984479596836,0.317379993059814,-0.0011605416292627096,-0.010193139156600499,-0.004706025320105957,-0.022568299142201535
Eritrea,2016,98.0,391958.0,768.1446161,937.042,415.9428,26.4983942,8026.137744,-0.5864257505969862,-0.30629333801635183,0.1311860438714493,0.047658271633594707,0.016428646109424752,0.005802148097191133,-0.018904693638649047
Ethiopia,2016,99.0,19993010.33,17905.64119,32390.138,11419.51887,164.4554388,602483.0277,0.34609450680352877,-0.20849607668954126,-0.1687373816519486,1.1859310235642924,-0.1437106778898445,-0.16772844738598294,0.1414567117658775
Somalia,2016,98.0,2265528.0,1426.053012,2503.894,644.232004,54.84,20281.22061,-0.540315641890505,-0.3066937436251904,0.12191231589852321,0.10380082254266496,0.011100781753852018,-0.003817289098555175,-0.00012772840062259366
South Sudan,2016,102.0,4300145.602,2090.648721,2458.103,2849.752478,0.04,50606.42089,-0.504510357377811,0.09683003084251438,0.12696737679952771,0.08645678509588542,0.00460894343236878,-0.007891604868050977,0.012800031486266687
Sudan,2016,95.0,14231023.51,21646.61519,3805.432,9431.051473,1170.267386,283520.6384,-0.18811267388637054,-0.5961117218325275,-0.34565610780974415,0.08331894157617062,0.005742903763740986,0.19813763669369014,0.05906103006363301
Burkina Faso,2016,97.0,4154040.726,7324.97724,1852.649,1581.528622,45.46235671,188766.5332,-0.46324931495391397,-0.40279555698650643,-0.021301340180546118,0.06424045643266267,0.03351410726954387,0.06394031169487331,-0.00694112923438922
Cabo Verde,2016,98.0,59665.0,83.14020327,27.769,187.9672,2.186443439,1431.20969,-0.6130359030650938,-0.30642558890162125,0.14467172116924756,0.013633155380979627,0.022806068242530172,0.006921782343904788,-0.0223053996763671
Chad,2016,102.0,5581397.628,6044.492175,4011.344,1469.989311,11.06390528,46995.92753,-0.43329259165214046,0.0996931675821096,0.03887952216136855,0.14846714654290322,0.0019173988562676677,0.03328825546744568,0.026632217789680543
Gambia,2016,94.0,211766.8626,394.9485324,185.953,153.673561,2.771173067,1255.22558,-0.6152348645498839,-0.7098406179028826,0.11933131362132689,0.021503873770951643,0.025707248835548903,0.010700922289858607,-0.02066678490832814
Mali,2016,104.0,8321846.978,9311.809194,3950.736,1894.396797,85.9313037,249092.5817,-0.3618191356782894,0.3036415849431889,-0.025246805152237848,0.13036849867505276,0.029921445797195655,0.058986586642494294,0.028312017212932413
Mauritania,2016,98.0,870834.0,1134.363488,328.124,1084.430785,19.40695971,9668.848504,-0.5883509709696404,-0.3059087349816253,0.12166259458056501,0.01990454452488476,0.01810705271353326,0.013528966741579626,-0.016855079913465187
Niger,2016,104.0,5508008.026,18269.51289,5485.656,1240.310907,11.85236505,35456.54587,-0.27311555109162955,0.3116707341130007,-0.23750675256797824,0.20343137780570386,-0.021615765263161016,0.18146074148980265,0.019715074495638377
Senegal,2016,94.0,2684127.328,2936.407905,1175.371,1853.947924,44.53222118,90882.94219,-0.5440325890629357,-0.7087788760176948,0.06501528318844853,0.045552330844412806,0.02595190461841653,0.020550859464002598,-0.008685551785534514
Angola,2016,95.0,5815284.706,6794.60917,5624.475,10623.17859,889.4644641,89729.65981,-0.3712117909343773,-0.6084355328973408,-0.0026048612685050363,0.18194680074437328,-0.051819399655469174,-6.450613161649611e-05,0.014750029625090134
Comoros,2016,97.0,95443.0,118.778016,72.682,262.292031,0.268842362,164.7430644,-0.613771577361886,-0.40732945684185146,0.13933508627699714,0.015581403408016998,0.022880647790787953,0.007037829127723404,-0.021838685163421617
Madagascar,2016,101.0,5061635.385,3951.607051,8155.716,1777.502152,36.40796076,61563.3767,-0.384853732676309,-0.00469751525541237,0.09300694919494491,0.31361729658687604,-0.02554239437689885,-0.03529749191980764,0.029999983657742244
Malawi,2016,99.0,6588576.624,4332.345061,5326.89,822.482312,72.1143619,140146.9309,-0.4242757979862925,-0.2052141250333682,0.07022934566383414,0.1997701946717875,0.01613461923819654,-0.005696636486965644,0.0315149670640945
Mauritius,2016,101.0,326866.8005,75.42656172,37.294,944.204329,9.245408205,29619.15216,-0.5997026278549596,-0.003927228918426594,0.1591701152246352,0.008526182472124005,0.02008592747797771,0.0010439998971508593,-0.023602934249562814
Mozambique,2016,96.0,3377513.501,6045.662663,8289.215,1611.786794,267.4101745,56013.0109,-0.3797203438388628,-0.5072064591411148,0.019672397330732075,0.3254466318752703,-0.029070557097550815,-0.003465732139188797,0.012923561229098338
Zambia,2016,102.0,3389268.844,2762.802921,3044.403,2033.755011,269.2047345,199804.7015,-0.4804901666567625,0.09720209967090965,0.11275959076902514,0.11033908017902931,0.02107794684145878,-0.009419026631255692,-0.010033894108643575
Zimbabwe,2016,95.0,2149849.802,2673.109249,4237.443,8209.548835,1174.073488,146856.7365,-0.4611163454052147,-0.6106908716477502,0.08836102755900109,0.14386769185262108,-0.028584961347925923,-0.03126300682484113,-0.02275285560508163
Botswana,2016,91.0,447655.4513,527.4786148,175.82,210.983374,152.2569628,14865.88632,-0.6176150946661414,-1.0125334559307158,0.10336330224290187,0.02130440564632986,0.030433059518446912,0.013024077755073466,-0.020241006742674848
Eswatini,2016,101.0,436225.0085,180.5484349,36.025,655.792831,63.02782473,1867.358616,-0.6012856654315712,-0.0037911973591083794,0.15709857638215305,0.009892499503909104,0.018384183607651577,0.005581149860624503,-0.019584194212010297
Lesotho,2016,110.0,239329.5465,107.8281725,325.596,75.023278,54.06673693,2724.611932,-0.5797770065082622,0.9042691347531873,0.2009260550939289,0.01945972494126637,0.01120579613928839,0.001264028658366969,-0.02039104147904743
Namibia,2016,102.0,511725.6619,961.3244246,138.0,1045.446659,117.9041128,26723.01588,-0.5846913211854144,0.09763404996466518,0.1439068071080198,0.01097899126559029,0.017199266682206213,0.011809667473879052,-0.022468022052634106
South Africa,2016,98.0,20326709.74,14953.48855,903.402,20886.68734,3962.210667,741630.5107,-0.1834426163843869,-0.30227111808946855,-0.1577084542289745,-0.09923051579061157,0.03844437352311708,0.07702409018875422,0.051056657457855044
Belize,2016,84.0,248532.45,123.6068975,28.319,152.88173,67.84295872,37386.89919,-0.6398585066426262,-1.7190982407928181,0.07942094805518271,0.019117337664292626,0.04087766539046671,0.00953453449964146,-0.02399105175826619
Costa Rica,2016,102.0,4647018.116,702.7942725,253.751,8060.408931,317.3600132,183117.1744,-0.5253484620733924,0.09536279409078696,0.15669243116074677,-0.022966116282859,0.008585707192064425,-0.03070242347151413,-0.007464011549967418
El Salvador,2016,105.0,1647586.92,916.5249531,487.324,2744.110988,175.6034527,170660.5111,-0.5478584852501936,0.3995331427727625,0.16150847428459097,0.010806193574901715,0.024375985446465468,-0.00953274042502599,-0.02785468560953671
Guatemala,2016,102.0,8766327.62,2303.464798,1891.364,10963.85971,293.7994115,342259.5915,-0.43454169169816553,0.0948369909461568,0.12795488246164952,0.017017080429224323,0.012401774416286102,-0.05043047672353213,0.01385088536437387
