region,Year,Agricultural TFP Index,Gross agricultural production in $1000,Agricultural land in 1000 hectares,Agricultural labor in 1000 persons,Agricultural capital stock in $1000,Farm machinery in Metric horsepower 1000 CV,Fertilizer in metric tonnes,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7
Timor-Leste,2018,91.0,207300.9169,260.6747452,205.52,432.682297,16.96112645,6033.156137,-0.621619271426025,-1.012724870239913,0.10871459703510306,0.02269900853164852,0.027367758990534216,0.008423348118737958,-0.021330749293079175
Vietnam,2018,106.0,63136171.46,14441.64673,21814.065,34512.171,20484.42261,3231020.333,0.7365657821516373,0.47932255099733573,0.08405574814751135,0.49773797818670007,0.2523220513357592,-0.28802925465102286,0.19740152489815138
Fiji,2018,118.0,259353.9867,262.4353509,61.923,293.506781,392.996798,9793.299096,-0.5620707277332855,1.711570700737943,0.23554204321944255,0.0039043139267036456,0.005073787071761224,0.004298992576739216,-0.022672880616252396
New Caledonia (France),2018,96.0,48802.52395,25.71117581,2.241,199.02953,80.86,2205.64145,-0.6182520832574434,-0.5082947672462526,0.1370985593417777,0.013543380675249036,0.024786479745895932,0.007416864398956361,-0.022606660002744926
Papua New Guinea,2018,96.0,3817242.226,1010.747923,1458.097,4362.23101,106.318901,59074.71477,-0.5431296887405981,-0.5093351790942335,0.12224875315442808,0.045800803582210135,0.008558777705425194,-0.015505361038199892,0.004420292368350754
Solomon Islands,2018,93.0,136635.5043,109.4525441,123.233,314.818501,0.664871626,506.0070612,-0.6215302313579552,-0.8109798412913346,0.12118821225021646,0.01924661000911866,0.02602768114382066,0.007378593723224816,-0.021345457890114678
Vanuatu,2018,96.0,102724.5957,147.3758568,70.92,237.279844,4.528725842,1627.810258,-0.6156512594765164,-0.5082054779863237,0.13405170382989529,0.016016664001842543,0.024129856814643868,0.007738561138051416,-0.021903475975223536
Micronesia,2018,94.0,59075.92249,73.53138297,37.183,155.382102,8.20533494,757.2290962,-0.6221072784348278,-0.7100402895277791,0.12641000522211393,0.016088439881744226,0.02647078248819908,0.008097444413889592,-0.022097301698269827
Polynesia,2018,97.0,161007.7526,140.7146594,36.278,249.712005,32.9528878,3622.417634,-0.6134805660425579,-0.40731791878747753,0.1389882883444396,0.013904297351204173,0.02381723495166442,0.007628006274329569,-0.021710189135003114
Bangladesh,2018,100.0,44382767.73,18520.68526,25953.916,24535.23383,23670.85193,2704948.466,0.6776710942957098,-0.12010631178867022,-0.03796114075642193,0.7565159725192334,0.15406603810392006,-0.1636539043907087,0.08406434521779788
Bhutan,2018,95.0,268510.7003,182.0292582,205.547,315.143994,11.76339606,4074.071732,-0.6137975471627831,-0.6091738483993175,0.12916815336872173,0.021082776492361587,0.024448091355374436,0.006647700039348034,-0.020423423120591096
India,2018,114.0,443043943.1,295053.0,200025.467,597633.5509,373874.1662,29522566.52,14.426936634990154,1.1710642662054838,-3.7348859400916083,3.711345556087733,-0.21842148971128925,-0.22546126646770276,-0.10968988994234488
Nepal,2018,103.0,9607184.94,4860.856563,10173.256,4153.683546,2425.340545,207372.0537,-0.282305503470815,0.1950944421465931,0.1040425820820347,0.36782270465916195,-0.02474184853393256,-0.05096589423633122,0.054078249721685276
Pakistan,2018,116.0,71603648.6,67120.61787,22372.698,102861.188,27557.18419,5388164.971,1.837805524120489,1.5173460748862169,-1.065378000036986,0.18109686482177997,0.091331702556217,0.047417898738664845,-0.08185766077667142
Sri Lanka,2018,102.0,5094966.694,3528.934372,2043.698,14950.11687,2155.514233,304143.4127,-0.4188599828522173,0.09523146131456724,0.10436128740955654,0.018117692306768025,-0.031190822981220428,-0.03204227570871732,-0.026068642373622088
Armenia,2018,147.0,1633831.757,871.3183859,270.298,105.779202,558.9231595,16124.89522,-0.47942706773092464,4.6379275149088794,0.35872195684255814,-0.0051561137895589845,-0.01707693055561457,0.001634595865153482,-0.011144734060215128
Azerbaijan,2018,112.0,5058491.303,4765.719259,1769.3,6119.468308,1084.23415,105343.9265,-0.4411216110589825,1.107421684269068,0.11512682833214362,0.03834600205262344,-0.012690267678604032,0.021865884055080925,0.004533141965685887
Georgia,2018,105.0,1202385.06,1176.794146,659.037,1246.839144,1176.702343,66745.12765,-0.5548913014792168,0.3998010098327975,0.16043266810544246,0.026093897068960734,0.01603689431887242,0.011272157144061165,-0.021464892401876136
Bahrain,2018,95.0,188422.4254,11.1943273,8.892,120.634917,0.164465641,3089.010905,-0.6203478285599465,-0.609196294420257,0.13257826452539254,0.014241141991500197,0.026738518520573636,0.007039194533407448,-0.021078547177003176
Cyprus,2018,104.0,509869.0348,192.2977515,12.416,1473.019639,461.6555124,36745.29694,-0.587044538254673,0.2986264695212285,0.1728721883423009,0.0033574994886609705,0.01546963006413085,0.0022376845487225927,-0.024300723473852783
Iran,2018,82.0,38385545.06,33739.64276,4321.04,39663.20765,13145.81469,1423406.222,0.2938200927344776,-1.9110695190397173,-0.5961773615874199,-0.0937446916016482,0.04003251577818331,0.22458284959054367,0.10389373862125285
Iraq,2018,85.0,2944008.707,11072.60814,1666.737,5068.002545,4799.613007,372669.7961,-0.4130510850484591,-1.6123377460613344,-0.14246711674203544,0.04522401556141566,0.03813309453916473,0.12480410403201314,-0.05372327971786431
Israel,2018,87.0,4172038.026,984.2273718,36.4,6077.851267,1581.632985,104000.1629,-0.5714960640688547,-1.4177483051360682,0.08602114769308968,-0.014848393641136794,0.022291567442298245,0.0002895560423374869,-0.004281936583007162
West Bank and Gaza,2018,106.0,773199.0,413.5784252,60.234,1698.376215,281.317837,1340.425877,-0.5809237118020887,0.5006243537904324,0.17640137779487264,0.0038377156034183784,0.008162115560174375,0.00434511674970364,-0.01824934126892681
Jordan,2018,100.0,2012274.014,471.381047,55.714,3064.901398,240.9628691,25178.8367,-0.5808571753528724,-0.10515687314705398,0.1485979273026739,-0.001801098253000775,0.012572455665818057,-0.0009107982595672671,-0.010401174912059255
Kuwait,2018,121.0,731745.1952,46.49584203,43.263,792.363801,3.053820646,21697.19352,-0.554264596403027,2.0140511867689774,0.2530677230003376,-0.001236854900873454,0.0030915374882273957,-0.004714270237581987,-0.019177902169203374
Lebanon,2018,105.0,1977074.838,413.7844358,262.019,1893.007407,299.3455757,43604.53671,-0.5692057316010846,0.3993722202685467,0.17390199656137995,0.007536201303752397,0.0157992290773232,-0.0018848137514833163,-0.010990473216907035
Oman,2018,116.0,1120908.859,305.154176,105.332,608.786684,10.5942095,25864.811,-0.5599448621794876,1.509706830737286,0.22446627936894498,0.003138477328589331,0.009796127546163564,-0.00036549542809253524,-0.01569756319665279
Qatar,2018,90.0,139276.3009,53.93827757,25.207,92.29989405,3.772255135,6098.268727,-0.6308940393386646,-1.113666158107528,0.10838529220590287,0.01744736740708799,0.03151738183372696,0.008902601145111162,-0.021716644020792344
Saudi Arabia,2018,134.0,6498021.684,10291.65293,332.009,17521.42176,440.7386266,323749.3022,-0.29283913663482714,3.3305848986964866,0.08151580278615649,-0.07935197743729996,-0.0612828850904358,0.04166193127743036,-0.02459093447379309
Syria,2018,89.0,6797948.94,8057.09454,503.327,4505.073462,2595.557844,31061.78655,-0.4776943422068679,-1.2103297758690459,-0.062119294405758724,0.0009303648769858761,0.018020091909932416,0.10286287449658177,0.02276735966344355
Turkey,2018,107.0,67840078.24,32002.15517,5392.528,108223.29,48130.28814,2270553.102,0.9463461960056524,0.5820157586024576,-0.21455688003103804,-0.4112183894732269,-0.21638586903976045,0.0758108788279207,0.15210315773616112
United Arab Emirates,2018,123.0,1142751.119,221.6586681,96.63,4098.463222,2.82720062,34547.32527,-0.5318555858675077,2.215379525671924,0.25883546760059617,-0.012869494014698774,-0.015726076525403605,-0.016403577187546856,-0.020593079481264678
Yemen,2018,87.0,2524151.0,3082.794888,1615.85,1672.781862,173.4079546,15122.77738,-0.5578747703134872,-1.4150411868406083,0.030595763490346633,0.06938198146428166,0.019708686765371325,0.02709381692485784,-0.0015691352644665595
Afghanistan,2018,107.0,5740992.866,11629.77344,3958.696,5897.580391,11.65183178,182922.1205,-0.3342886246054176,0.6082274150873495,-0.06990323037930547,0.1229313681489261,-0.015174445822041405,0.08100614609906971,0.003952517883806353
Kyrgyzstan,2018,113.0,3417229.642,2506.17071,486.521,1071.238777,1105.934407,72686.74611,-0.5150529529390807,1.2079502712815522,0.1681678052263724,0.009981749801311557,0.017601936579426755,0.025755619464508973,-0.0024122666452987052
Tajikistan,2018,142.0,4494846.015,1689.065181,959.323,1794.815092,700.5226336,66160.44421,-0.44450271840843714,4.133046861322702,0.3222879275998453,0.010067113667117033,-0.012596972201005778,-0.0038798724315704234,0.009393593468642365
Turkmenistan,2018,99.0,3838969.581,4566.243664,832.5369114,2544.126197,2730.192559,554404.1865,-0.46317990945802895,-0.20436148309717408,0.06463210947264934,0.00990652442404808,0.08009782428596392,0.025522419461631862,-0.05325514075649937
Uzbekistan,2018,90.0,22630740.5,8818.806461,3604.461,19846.16067,6874.185385,1144356.695,-0.16653790198395318,-1.1174990143922912,-0.024890484933939847,-0.0008867289986617027,0.09605312850791904,-0.03526825521452526,0.03837902252682778
Algeria,2018,106.0,14982285.39,18619.87084,1095.585,25058.64811,5053.901388,254555.0248,-0.17198838398103744,0.5084325039539581,-0.20820775325950888,-0.08515853246556394,-0.07907820504997008,0.15156156982929875,0.04019415657799554
Egypt,2018,103.0,37934719.22,29932.09923,5629.207,30577.69677,5318.784004,1624637.536,0.2764354312041184,0.20777522013702845,-0.4473776736184312,-0.02024865153471581,0.09980480796500006,0.12525868686268873,0.11013391778485584
Libya,2018,101.0,1807635.301,5098.436564,329.204,7062.453917,1258.290183,40667.01718,-0.5053759277984239,-0.0012601358718196092,0.049547844056503504,-0.0070304720020139926,-0.017379493460409377,0.04864157390083985,-0.024067866811228144
Morocco,2018,99.0,16653760.77,23106.69789,3698.811,25182.44442,2113.410497,471680.3239,-0.07665838625585081,-0.19458741879678387,-0.35383458781498284,0.011046894358541432,-0.059734249863329855,0.15262661620167287,0.04080789072037616
Tunisia,2018,85.0,6143619.273,8428.145978,493.258,8044.587327,2885.33709,172511.24,-0.46004304133684193,-1.6143234368578998,-0.08875366259100788,-0.01216816719983332,0.01668605605545399,0.08939267315611202,-0.0028831397276019104
Belarus,2018,93.0,11125090.8,6087.934338,546.36,24703.83732,2255.712379,1280054.882,-0.2882920667463592,-0.8136582488612958,0.007173399529861974,-0.11248402685704366,0.07356233640632784,-0.0870857571490703,-0.08541336350283252
Kazakhstan,2018,121.0,16863277.71,48667.18114,1231.8,8540.142654,2201.552579,380790.0636,0.13799431589893987,2.0513278233387675,-0.8612445457984728,-0.04619613440216911,0.0007818513683874018,0.5720435231956784,0.04396204452887634
Moldova,2018,119.0,3085136.276,2074.915018,194.186,969.109023,1836.292398,154579.7074,-0.5036626099682968,1.812845126419671,0.20893128110548637,-0.005811969664500242,0.02422171480262073,0.020740105689363214,-0.015550520815631925
Russian Federation,2018,117.0,93908934.7,134560.9475,4266.767,118871.6625,12590.49053,4379615.59,2.272685251237638,1.6844224764929927,-2.748658867652234,-0.6325482053364104,0.010996110655830279,1.0087673138682691,0.14721032967417333
Ukraine,2018,104.0,48532566.89,35699.84156,2663.12,24555.90631,15485.24846,2623845.361,0.4429533577148244,0.3099203083032516,-0.5185319459489507,-0.17754861655634127,0.30496127745683116,0.2361286616375715,0.085267876417813
Albania,2018,103.0,2202852.717,943.6057544,460.389,4364.99048,322.4037597,72656.67592,-0.5518330744054535,0.19748283210867595,0.1529796200473677,0.006360144311214451,0.00569154362452199,-0.006946318218153842,-0.014800541444920434
Bulgaria,2018,100.0,5330924.819,3840.187905,207.369,5889.838801,3094.705474,619465.2581,-0.4533825834113532,-0.10479823180076436,0.08880132804318348,-0.032237077845788185,0.07738050306698714,0.006325274124624576,-0.05106338071192595
Czechia,2018,97.0,5500146.284,2652.441996,148.335,14655.70167,3091.26679,493696.506,-0.45232548916138293,-0.4098070421138892,0.10293771891558605,-0.059865385267018754,0.014203302604002412,-0.030309527429492607,-0.0459834782222551
Slovakia,2018,108.0,2189267.585,1451.670929,58.859,12958.26205,985.8334036,231054.6278,-0.4951590361053005,0.700836471640052,0.1666658610886355,-0.046263195781149936,-0.027003291344305815,-0.03472727712111401,-0.04390644483110604
Hungary,2018,93.0,9377296.703,4703.309492,216.69,22936.31062,5041.143844,639038.3777,-0.36909734380149445,-0.8143466203015947,0.051336578454261324,-0.09872790121043352,-0.0036373723491393236,-0.03322180505189024,-0.03912803255180518
Poland,2018,107.0,31592371.68,11813.06783,1675.8,23787.0589,83531.51937,2355939.455,0.31637204957275644,0.5736619065292157,0.39419995160504007,-0.19291741831776313,0.19339794087655668,0.3917041280520998,-0.15772012140247602
Romania,2018,119.0,17424413.88,11324.28689,1938.588,29403.57954,8460.684419,1226887.944,-0.08226068703011384,1.8101902887516195,0.04794725988721434,-0.10486900811861419,0.01594694000916879,-0.0192477503859817,-0.03992346879676715
Croatia,2018,91.0,2241471.483,950.1802837,104.284,6572.057458,2655.205906,206141.475,-0.5566991361966349,-1.0144337640506758,0.10871987823997346,-0.01435591664065218,0.021696900466626052,-0.0021730764535434466,-0.0355753361942204
Slovenia,2018,103.0,989090.674,274.8808615,54.072,4163.143196,284.9076498,61594.70491,-0.5740781478631202,0.1973038037488167,0.1660613570064674,-0.005537440742606934,0.005073661949437314,-0.009484146341408718,-0.025107402631733736
Bosnia and Herzegovina,2018,110.0,1632015.53,1232.60173,169.336,1097.71219,2375.685835,77991.80756,-0.5447395596338382,0.9041213837214565,0.18800517695236943,0.002793326664419667,0.017592157480890016,0.022066245344284297,-0.02179258314969511
North Macedonia,2018,101.0,1302139.056,607.748924,119.617,694.337828,4382.625491,36013.48725,-0.5718496029840585,-0.004991780864286858,0.17107317093293378,0.007747280838889471,0.020942841182477745,0.03411783741052892,-0.02332154344484549
Montenegro,2018,97.0,168057.5985,38.74347131,19.012,486.947634,5.619945873,7097.874636,-0.6137948896359884,-0.40743462221528126,0.14122322590349987,0.01233829498803864,0.02313069415313806,0.005200375815737012,-0.02217360565500543
Serbia,2018,112.0,6988914.992,2890.409446,567.99,7060.924014,17320.51631,279020.737,-0.39461336611371417,1.100494478663663,0.24467246403545392,-0.0294065896357245,0.0076427784296373355,0.09313922164390268,-0.02768494354610916
Estonia,2018,84.0,815800.4907,721.3841045,20.09,2925.498682,924.5710729,118051.1707,-0.6106074813412645,-1.7194636050663576,0.07052056824522868,0.005073210263220878,0.035692239812963454,0.007069437472518052,-0.03229990008974941
Latvia,2018,72.0,1376904.788,1362.798746,70.51,5851.212078,2767.446242,186810.6389,-0.6036401820283179,-2.9309557562576836,0.010281052156636042,-0.0014845104398450127,0.03768363946000443,0.01463883341494407,-0.04115390144001856
Lithuania,2018,76.0,2745861.927,2225.963404,143.37,6607.701085,4638.376969,323241.5262,-0.5558591506641791,-2.5276979065422744,0.02024890880542875,-0.011407516763233313,0.04890588393894709,0.022566263215198543,-0.04726263771067299
Finland,2018,96.0,3023858.648,2249.31514,94.009,21858.26779,6150.855184,256466.7296,-0.4552999668514048,-0.5125112726133916,0.12048966782140023,-0.07514005163501053,-0.06758982589413837,-0.02250404438320456,-0.05928111427291708
Iceland,2018,130.0,277959.0955,285.8920654,7.973,2250.48654,409.4545735,20980.17027,-0.5276531178105941,2.9220989831029867,0.29058743695406203,-0.011173623645009468,-0.015452289553774598,-0.006013419752572292,-0.026385684825789246
Norway,2018,101.0,8466968.96,823.3173811,56.488,24247.80175,3492.010992,215120.6495,-0.43787084209904986,-0.009572109000576296,0.17029555744376754,-0.09777706569794255,-0.07077442258254371,-0.06979065991202581,-0.00017276715246812243
Sweden,2018,100.0,4031375.582,2588.257781,87.925,49700.78259,5696.163169,309945.3792,-0.3342889309284265,-0.11313472424712805,0.12974177744007417,-0.17679952900604243,-0.22472368853887223,-0.12449788810411762,-0.08765132369007964
Greece,2018,77.0,9190225.973,4980.749988,469.611,16757.00365,11286.73126,326550.4191,-0.4246472559519666,-2.4292344798225245,0.0037909080299791584,-0.053907085170919855,-0.0010087324558760366,0.05500413697413546,-0.012890932568442717
Italy,2018,96.0,39216538.02,13475.70458,872.368,163129.6698,42756.7968,1188183.996,0.5849951323595399,-0.5437840166506649,0.09578767181397388,-0.6655009374025317,-0.7078019664744793,-0.24761966191630963,-0.05616029734692869
Malta,2018,106.0,125645.7001,13.92921105,5.04,244.371606,102.135009,2386.632017,-0.5952453285618451,0.5006844616802388,0.18395015179013613,0.00842126051176061,0.015699880481917568,0.004137297856777201,-0.02220073306924077
Portugal,2018,95.0,6266886.516,2407.462537,238.53,17727.6557,7878.745421,201311.0003,-0.45047669823595443,-0.6136541653500989,0.12575496316175214,-0.062112234892676824,-0.04188356498684852,0.004501080252425374,-0.021118079246794076
Spain,2018,110.0,58557563.37,21471.45678,812.55,109340.7655,28443.65468,2353013.999,0.6507969298761925,0.8847087671929685,-0.07814511279351848,-0.564427691672473,-0.18726689378794112,-0.14373320651358862,0.09158331303495583
Austria,2018,108.0,6301669.641,1540.383869,159.549,51273.38136,11205.04954,259044.1489,-0.2934382669915729,0.690849238526792,0.22368789437592376,-0.18986918457277138,-0.24460206259049305,-0.11118944127751845,-0.07238030180836584
Belgium,2018,93.0,8827825.539,925.8922318,55.66,10917.04826,3271.176271,397907.6123,-0.4861421952860951,-0.8147518165141118,0.130238665172807,-0.05387882431753828,0.03988176572951579,-0.03335119621050186,0.0008375482718864951
Luxembourg,2018,102.0,300920.0,70.0517932,2.68,2493.356837,236.5627994,21916.34833,-0.5924864946508097,0.09667648553859759,0.16500133747337142,0.001506571671869587,0.009050553204394724,-0.002469565498905295,-0.025413195814288064
Denmark,2018,95.0,9007767.962,2523.211193,61.949,31934.1744,2790.349155,457965.4749,-0.3841230358561387,-0.6148605274971852,0.09933650875103073,-0.1291405875890834,-0.07825909614451239,-0.09409763298403322,-0.028951760106104802
France,2018,100.0,58638880.83,20779.53706,664.975,122958.3296,41503.05764,3878149.588,0.8476908081833135,-0.1328789125240177,-0.03918585732205578,-0.6600412174942301,-0.06818401451661447,-0.21877527360065532,-0.10393829322126612
Germany,2018,102.0,48934432.83,12562.38578,523.717,166421.0762,30335.58319,2686952.234,0.7258948326237661,0.061182004357919435,0.09199927498588364,-0.7516957772544077,-0.49387509445141375,-0.4586267733598514,-0.09755977823108107
Ireland,2018,101.0,7884205.782,834.7076816,160.7,11671.91622,5810.277589,891962.2398,-0.41726655446352867,-0.0089912401574918,0.182042413971911,-0.06853386040227738,0.08688419262055347,-0.05752576283916502,-0.0642190659374044
Netherlands,2018,99.0,17465711.76,1276.465212,166.768,59095.80004,5209.296449,519266.5755,-0.23243274950725956,-0.21887137137230933,0.17110948303221887,-0.24352695337695168,-0.20853461571563459,-0.20530966889897792,0.00945904749684459
Switzerland,2018,104.0,3998597.24,540.1926578,138.531,53016.92219,4107.595327,138756.8879,-0.3553158653464321,0.28882564174927783,0.18834100396829084,-0.18199472545116277,-0.26746515166883195,-0.163082241423487,-0.06957808929406055
United Kingdom,2018,95.0,28530229.59,7202.840845,344.177,73049.89886,15006.65469,1996075.526,0.094505778985106,-0.6260460833137581,0.07915686808722054,-0.35645025881499726,-0.07430937819434918,-0.22661329733512953,-0.0764065337315367
Australia,2018,94.0,40980452.11,65180.23672,329.66,108681.9269,15815.95014,2642955.043,0.9662086738633805,-0.6847766225979592,-1.276035628926581,-0.5453449146706418,-0.2128957609814142,0.3625982093026395,-0.11843632265853549
New Zealand,2018,94.0,17337226.94,2409.705789,156.2,17304.9277,3949.138474,1030756.211,-0.3437410122766666,-0.7158481987481964,0.11476348527388032,-0.11121848677020021,0.10796631703201977,-0.0844474525859941,0.006878164568103871
Canada,2018,107.0,50319394.24,42943.43995,277.39,43390.22301,36288.46,4407448.806,0.7931727475911037,0.6080694601048625,-0.5692057946958018,-0.4035853100194445,0.422752536707058,0.2942222348887325,-0.15307853079709863
United States,2018,105.0,376625992.8,233530.5331,2424.333333,682020.5476,161523.96,21682980.3,8.759694078421424,0.36088870561290626,-3.9970996933943366,-3.9033508156752736,-0.34340534145848406,-0.16056796356162434,0.020714249383694015
Nigeria,2019,92.0,59306331.6,62459.84266,20225.079,188491.1689,804.5534064,874594.435,1.4557269961986135,-0.9058252071740254,-1.2303894900360004,-0.019059385983620905,-0.9764102763853493,-0.135181153841448,0.21276315160263817
Benin,2019,98.0,4280560.147,4113.245513,1804.083,1152.598315,10.85005406,169817.9126,-0.4991682028668844,-0.30460544542373275,0.05913676830039798,0.0645099364192123,0.03634908834747862,0.024201955284780256,-0.0005675441218749431
C?te d'Ivoire,2019,99.0,12016173.38,14209.46786,3128.607,7788.281908,411.2187467,195199.2339,-0.2986293940727211,-0.19780314656322626,-0.1597460957016487,0.07069900124514977,0.005374317279171426,0.11448581219566811,0.0554678290095929
Ghana,2019,106.0,13691231.47,8283.076119,3685.189,17657.9026,80.46722445,211174.7602,-0.29283588013696676,0.5013439662162502,0.014508750495780707,0.05286253420665052,-0.04985891554000945,-0.010579180586154351,0.0647769191244847
Guinea,2019,98.0,4762162.895,6267.385084,2577.739,2463.588375,311.684407,36836.77114,-0.46548604328667426,-0.30325949020683035,0.012187435604125121,0.09227455548836787,0.005287817849735608,0.05105977352091457,0.015162657231064951
Guinea-Bissau,2019,95.0,485980.1504,663.876612,470.828,226.650678,1.172348334,7441.803691,-0.6028969646960345,-0.6088781156382443,0.11863011481831208,0.03112883620554862,0.023823290356468067,0.010263375206646707,-0.01846374564029241
Liberia,2019,84.0,521108.5213,614.761256,921.774,634.673651,19.49593716,6612.848526,-0.6184891953776608,-1.7190960000369895,0.07000715433706738,0.05290049646988698,0.02829909206331646,0.007266850595433715,-0.017362566976674855
Sierra Leone,2019,101.0,1783461.557,1607.784103,1397.128,1325.356893,5.212937385,7271.207532,-0.5524522026843941,-0.003390078431703618,0.12800833098103437,0.057652759530260785,0.008707004277283784,0.006964399294863943,-0.006537225354448197
Togo,2019,107.0,1457032.085,2437.703974,875.316,635.07853,4.780975166,27119.89677,-0.5416786008915173,0.6030947116258193,0.13455030660803577,0.03643213848031833,0.01174642237693927,0.022519160714258774,-0.01275164082586986
Cameroon,2019,94.0,9973529.213,7420.774416,4773.011,4677.694916,21.85102644,119509.7397,-0.3832580018670503,-0.7078954662852566,-0.023208820403430874,0.15833310919891383,0.007017856620916598,0.026202531799305533,0.05757233666776267
Central African Republic,2019,108.0,1502433.319,1093.015704,1280.905,612.663854,2.190875964,23649.40108,-0.5469139146814,0.7026574542056543,0.1719846975403787,0.05248873348863757,0.009080223622555771,0.000837234959658853,-0.009973618743029402
Congo DR,2019,103.0,11776369.28,13780.17087,18370.632,6501.848989,133.782749,36656.4993,-0.04500889764527716,0.19982025098174394,-0.0967803557278975,0.6822431095706267,-0.11703116254898678,-0.02510808078593779,0.10247446445729398
Congo Republic,2019,111.0,668278.1924,527.7698533,661.711,689.141716,44.87469475,4534.528109,-0.5625876399625896,1.0052401437353105,0.19693033108935581,0.028951485175530145,0.005570193285615414,0.0005279579137999544,-0.01692660667927933
Equatorial Guinea,2019,99.0,90917.45128,100.1073481,192.649,327.258954,12.23912593,151.166603,-0.6071049993119508,-0.20560407099791705,0.14938840972838144,0.019147464185067395,0.0198472976404946,0.004892415143551393,-0.021766799201857822
Gabon,2019,97.0,513583.3538,336.6632389,173.807,919.569742,90.85262395,16450.24202,-0.6034447427207552,-0.40739572882715613,0.1354410626155929,0.015748168255332776,0.021480009531967614,0.0056894302414623645,-0.020473271917711384
Sao Tome and Principe,2019,165.0,37713.0,54.44447632,11.962,18.48099,4.971483866,584.6367544,-0.4640280242333754,6.453997988305795,0.455880579612612,-0.01899922156911013,-0.03694318455267354,-0.012617260112447707,-0.023752681489934625
Burundi,2019,116.0,2774623.783,2499.138294,4238.214,445.826718,11.70102743,37936.86597,-0.45447499284633336,1.5097272475566,0.18452352213703724,0.1623819825059557,-0.013095082765277247,-0.012968064596138739,0.0053720034910509275
Kenya,2019,91.0,12876128.25,6721.823991,12561.584,13307.21667,902.3124896,399935.6396,-0.18664594666234063,-1.0167585645447643,0.006275961979366566,0.42377343935062806,-0.04938400418587095,-0.10371171540194662,0.06093315083489741
Rwanda,2019,105.0,3274066.829,2278.899945,3919.555,1384.750417,2.517827679,50976.79258,-0.48021913758928764,0.39950491503624175,0.13858060211592207,0.15038510031490296,-0.002967988089342042,-0.014244884877302483,0.007478263090519402
Tanzania,2019,101.0,16933802.61,16219.59342,17340.415,4515.999528,1162.995393,281951.7711,0.0019412839784786625,-0.0005099763632674237,-0.15399036725414925,0.6286271900312065,-0.05128997809479228,0.009391913773952015,0.12254303609127784
Uganda,2019,84.0,8463832.009,7122.712497,11759.28,4976.004797,341.8149744,99686.40281,-0.29218911202456027,-1.7198702210838586,-0.04624909049270755,0.4431734222004765,-0.04137352843981256,-0.03819084392703281,0.05890018218387533
Djibouti,2019,140.0,78664.0,39.68510365,90.623,18.81105,0.236446636,624.6789126,-0.5187165971531289,3.931406884046751,0.3405554915943179,-0.0037872176388754207,-0.014689449031491828,-0.0061762715084832925,-0.022623591632514338
Eritrea,2019,91.0,398879.0,769.9786161,953.367,514.490442,26.8477067,10717.56947,-0.6012047468563964,-1.012629932046092,0.09874364317129082,0.05128926374261216,0.022448009001456968,0.007225073341993559,-0.01904189058818552
Ethiopia,2019,92.0,20593772.25,16849.33219,34604.764,14641.98963,174.8690692,695172.5447,0.3808510672936102,-0.9173369848374046,-0.17012571960616646,1.2623462353058943,-0.1567499004238801,-0.2190189140460841,0.13938857739018862
Somalia,2019,93.0,2256624.0,1504.049012,2767.581,658.448702,56.76079542,19281.76351,-0.5461016432915976,-0.8112399764769734,0.09751299508182645,0.11666201692292776,0.013490138804878234,-0.0037923890926945883,0.0004467669052264941
South Sudan,2019,106.0,4565735.752,2020.215258,2481.896,3025.761911,0.04,54907.06584,-0.49354600509294605,0.500291567972204,0.14757459952640586,0.08409623594844655,0.0012444366944281177,-0.011407000565093415,0.014689062668434595
Sudan,2019,99.0,15681121.36,22594.63119,3970.898,10392.04682,1224.95936,236633.6255,-0.15916250351956707,-0.19208322275316073,-0.3469985743941007,0.08201273184991724,-0.007126757456531211,0.20664619172130333,0.07578342696138868
Burkina Faso,2019,98.0,4462062.938,8052.231802,1867.687,1927.761594,45.47164366,118919.4658,-0.4561446927688527,-0.3012876656373065,-0.03345384426054006,0.0640746445795794,0.02168300888217997,0.07634353194156095,0.0020867431767421568
Cabo Verde,2019,86.0,47994.25096,77.02120327,22.159,193.328705,1.767110482,1159.982864,-0.6401985243278848,-1.5172473398667858,0.0891593238217405,0.019282436426824656,0.033618944929684966,0.010485901183157183,-0.022128749771069225
Chad,2019,102.0,6201609.8,5895.566175,4407.742,1836.872526,11.99326011,55441.1763,-0.42274676112498943,0.09923967145967155,0.044145921389587665,0.16120407606360165,0.00019919467900923938,0.025065704365104483,0.03214231649621159
Gambia,2019,78.0,193817.8626,396.0145324,191.384,168.710324,2.893347463,2868.912426,-0.6509341872555812,-2.3242700465558945,0.0451283604876263,0.02946977084299424,0.04022928306790003,0.015294775943476219,-0.020648387699564168
Mali,2019,100.0,9096183.146,9980.098194,4158.884,2539.595513,90.82474185,194535.8304,-0.35842383996413385,-0.09962636288762,-0.0580941906160758,0.13771949577939036,0.02303132038054774,0.06774410235515516,0.040388891304049594
Mauritania,2019,98.0,933706.0,1133.688488,342.005,1301.543853,20.19896555,9640.669376,-0.5870159380721454,-0.305959559561286,0.12179535017015117,0.019554623087842702,0.01692820239981278,0.012570652336821423,-0.016485759949251822
Niger,2019,108.0,6072983.192,18852.61123,6090.387,1257.122574,13.09975783,45320.00487,-0.24342820638790014,0.715444194758246,-0.2305801897405422,0.22354705208439749,-0.02699777982067688,0.1808862294247668,0.024664997865911326
